物件名,URL,イメージ画像,賃料,管理費,間取り,専有面積,向き,物件種別,築年数,住所,最寄り駅と距離,敷金,礼金,保証金,敷引・償却,取り扱い店舗,取り扱い店舗の電話番号
シュロス日ノ出 3階,https://suumo.jp/chintai/bc_100371188420/,https://img01.suumo.com/front/gazo/fr/bukken/420/100371188420/100371188420_gw.jpg,30000,-,ワンルーム,9m2,-,マンション,築29年,神奈川県川崎市川崎区日ノ出２,京急大師線/小島新田駅 歩9分,-,-,-,-,アパマンショップ渋谷道玄坂店(株)アップル東京,03-6892-7272
シュロス日ノ出 2階,https://suumo.jp/chintai/bc_100371188259/,https://img01.suumo.com/front/gazo/fr/bukken/259/100371188259/100371188259_gw.jpg,30000,-,ワンルーム,9m2,-,マンション,築29年,神奈川県川崎市川崎区日ノ出２,京急大師線/小島新田駅 歩9分,-,-,-,-,アパマンショップ渋谷道玄坂店(株)アップル東京,03-6892-7272
シュロス日ノ出 1階,https://suumo.jp/chintai/bc_100371187752/,https://img01.suumo.com/front/gazo/fr/bukken/752/100371187752/100371187752_gw.jpg,30000,-,ワンルーム,9m2,-,マンション,築29年,神奈川県川崎市川崎区日ノ出２,京急大師線/小島新田駅 歩9分,-,-,-,-,アパマンショップ渋谷道玄坂店(株)アップル東京,03-6892-7272
シュロス日ノ出 3階,https://suumo.jp/chintai/bc_100347785921/,https://img01.suumo.com/front/gazo/fr/bukken/921/100347785921/100347785921_gw.jpg,30000,-,ワンルーム,9m2,-,マンション,築29年,神奈川県川崎市川崎区日ノ出２,京急大師線/小島新田駅 歩9分,-,-,-,-,アパマンショップ渋谷道玄坂店(株)アップル東京,03-6892-7272
恵比寿 ワンルーム 2階,https://suumo.jp/chintai/bc_100330380171/,https://img01.suumo.com/front/gazo/fr/bukken/171/100330380171/100330380171_gw.jpg,30000,1500円,ワンルーム,9.9m2,-,アパート,築61年,東京都渋谷区恵比寿３,ＪＲ山手線/恵比寿駅 歩9分,3万円,3万円,-,-,(株)大木不動産,03-3462-0341
戸越 1K 2階,https://suumo.jp/chintai/bc_100381139643/,https://img01.suumo.com/front/gazo/fr/bukken/643/100381139643/100381139643_rw.jpg,30000,2000円,1K,19.23m2,南,アパート,築46年,東京都品川区戸越１,都営浅草線/戸越駅 歩8分,3万円,3万円,-,-,(株)Drawsルームスプラス渋谷店,03-5990-4771
桜新町 ワンルーム 2階,https://suumo.jp/chintai/bc_100380796817/,https://img01.suumo.com/front/gazo/fr/bukken/817/100380796817/100380796817_rw.jpg,30000,2000円,ワンルーム,9.94m2,-,アパート,築38年,東京都世田谷区深沢６,東急田園都市線/桜新町駅 歩17分,3万円,3万円,-,-,(株)Drawsルームスプラス渋谷店,03-5990-4771
クリオ日野壱番館 3階,https://suumo.jp/chintai/bc_100351017357/,https://img01.suumo.com/front/gazo/fr/bukken/357/100351017357/100351017357_gw.jpg,30000,3000円,ワンルーム,17.75m2,東,マンション,築33年,東京都日野市大字日野,ＪＲ中央線/日野駅 歩14分,-,-,-,-,明和地所(株),03-5489-0823
ティモス百合ヶ丘 1階,https://suumo.jp/chintai/bc_100379229813/,https://img01.suumo.com/front/gazo/fr/bukken/813/100379229813/100379229813_gw.jpg,30000,3000円,ワンルーム,16.42m2,-,アパート,築36年,神奈川県川崎市麻生区千代ケ丘２,小田急線/百合ヶ丘駅 歩12分,-,-,-,-,(株)ハイアーグラウンド,03-6459-3806
リュエル金沢文庫 1階,https://suumo.jp/chintai/bc_100374750838/,https://img01.suumo.com/front/gazo/fr/bukken/838/100374750838/100374750838_gw.jpg,30000,3000円,1K,15.01m2,-,アパート,築35年,神奈川県横浜市金沢区金沢町,京急本線/金沢文庫駅 歩12分,-,-,-,-,(株)セカンドブリュー,03-5734-1172
リュエル金沢文庫 1階,https://suumo.jp/chintai/bc_100374557612/,https://img01.suumo.com/front/gazo/fr/bukken/612/100374557612/100374557612_gw.jpg,30000,3000円,1K,15.01m2,-,アパート,築35年,神奈川県横浜市金沢区金沢町,京急本線/金沢文庫駅 歩12分,-,-,-,-,(株)セカンドブリュー,03-5734-1172
アブニール北野 3階,https://suumo.jp/chintai/bc_100028575292/,https://img01.suumo.com/front/gazo/fr/bukken/292/100028575292/100028575292_gw.jpg,30000,4000円,1K,17.82m2,南,マンション,築34年,東京都八王子市北野町,京王線/北野駅 歩7分,-,-,-,-,(有)昭和エンタープライズ HappyLifeResidence,03-5428-8325
アブニール北野 3階,https://suumo.jp/chintai/bc_100378634116/,https://img01.suumo.com/front/gazo/fr/bukken/116/100378634116/100378634116_gw.jpg,30000,4000円,1K,17.82m2,南,マンション,築34年,東京都八王子市北野町,京王線/北野駅 歩7分,-,-,-,-,(有)昭和エンタープライズ HappyLifeResidence,03-5428-8325
熊谷市三ヶ尻戸建て 1階,https://suumo.jp/chintai/bc_100380431479/,https://img01.suumo.com/front/gazo/fr/bukken/479/100380431479/100380431479_gw.jpg,30000,5000円,2K,30m2,北東,テラス・タウンハウス,築47年,埼玉県熊谷市三ヶ尻,ＪＲ高崎線/籠原駅 歩36分,-,-,-,-,(株)AULA,03-6555-5273
サンピア月見台 1階,https://suumo.jp/chintai/bc_100371472614/,https://img01.suumo.com/front/gazo/fr/bukken/614/100371472614/100371472614_gw.jpg,30000,5000円,ワンルーム,16m2,南,マンション,築37年,神奈川県横浜市保土ヶ谷区月見台,ＪＲ横須賀線/保土ケ谷駅 歩11分,-,-,-,-,グローバル・ソリューションズ(株),03-6455-1549
クリオ六浦弐番館 2階,https://suumo.jp/chintai/bc_100351017346/,https://img01.suumo.com/front/gazo/fr/bukken/346/100351017346/100351017346_gw.jpg,30000,6000円,ワンルーム,16.12m2,東,マンション,築33年,神奈川県横浜市金沢区六浦南５,京急逗子線/六浦駅 歩7分,-,-,-,-,明和地所(株),03-5489-0823
国定 1K 2階,https://suumo.jp/chintai/bc_100378508728/,https://img01.suumo.com/front/gazo/fr/bukken/728/100378508728/100378508728_rw.jpg,31000,-,1K,17.38m2,南,アパート,築33年,群馬県伊勢崎市曲沢町,ＪＲ両毛線/国定駅 歩32分,-,-,-,-,Sumitack(株)城西営業部,03-6773-7108
ミレーヌ南生田 1階,https://suumo.jp/chintai/bc_100377736932/,https://img01.suumo.com/front/gazo/fr/bukken/932/100377736932/100377736932_gw.jpg,31000,3000円,ワンルーム,16m2,-,アパート,築35年,神奈川県川崎市多摩区南生田３,小田急線/生田駅 歩17分,-,-,-,-,(株)セカンドブリュー,03-5734-1172
ミレーヌ南生田 1階,https://suumo.jp/chintai/bc_100318648604/,https://img01.suumo.com/front/gazo/fr/bukken/604/100318648604/100318648604_gw.jpg,31000,3000円,ワンルーム,16m2,-,アパート,築35年,神奈川県川崎市多摩区南生田３,小田急線/生田駅 歩17分,-,-,-,-,(株)セカンドブリュー,03-5734-1172
ＪＫＫ東京　松枝住宅 3階,https://suumo.jp/chintai/bc_100380497032/,https://img01.suumo.com/front/gazo/fr/bukken/032/100380497032/100380497032_gw.jpg,31400,2800円,2DK,35.52m2,南西,マンション,築49年,東京都八王子市諏訪町,ＪＲ中央線/西八王子駅 バス26分 (バス停)松枝住宅 歩3分,6.28万円,-,-,-,東京都住宅供給公社公社住宅募集センター,03-3498-9005
南林間 1DK 2階,https://suumo.jp/chintai/bc_100277471666/,https://img01.suumo.com/front/gazo/fr/bukken/666/100277471666/100277471666_gw.jpg,32000,2000円,1DK,21.87m2,南東,アパート,築34年,神奈川県座間市小松原２,小田急江ノ島線/南林間駅 歩18分,3.2万円,-,-,-,都市住宅サービス(株)新宿営業所,03-3373-8041
池ノ上 ワンルーム 2階,https://suumo.jp/chintai/bc_100377420437/,https://img01.suumo.com/front/gazo/fr/bukken/437/100377420437/100377420437_rw.jpg,32000,2000円,ワンルーム,12.83m2,西,アパート,築54年,東京都世田谷区代沢４,京王井の頭線/池ノ上駅 歩13分,3.2万円,3.2万円,-,-,(株)Drawsルームスプラス渋谷店,03-5990-4771
ネオメゾンハイツ 2階,https://suumo.jp/chintai/bc_100296422428/,https://img01.suumo.com/front/gazo/fr/bukken/428/100296422428/100296422428_gw.jpg,32000,3000円,1K,19.8m2,-,アパート,築37年,神奈川県横須賀市長浦町２,京急本線/安針塚駅 歩5分,-,-,-,-,(株)セカンドブリュー,03-5734-1172
プラザNeat 2階,https://suumo.jp/chintai/bc_100363429366/,https://img01.suumo.com/front/gazo/fr/bukken/366/100363429366/100363429366_gw.jpg,32000,3000円,1K,17m2,東,アパート,築45年,東京都狛江市中和泉１,小田急線/狛江駅 歩5分,-,-,-,-,ソレイユ渋谷店 (株)ソレイユ,03-3770-7111
ティモス百合ヶ丘 1階,https://suumo.jp/chintai/bc_100359513568/,https://img01.suumo.com/front/gazo/fr/bukken/568/100359513568/100359513568_gw.jpg,32000,3000円,ワンルーム,16.42m2,南西,アパート,築36年,神奈川県川崎市麻生区千代ケ丘２,小田急線/百合ヶ丘駅 歩12分,-,-,-,-,(株)ハイアーグラウンド,03-6459-3806
ＮＯＺＵ稲城Ｂ 2階,https://suumo.jp/chintai/bc_100373166439/,https://img01.suumo.com/front/gazo/fr/bukken/439/100373166439/100373166439_gw.jpg,32000,3000円,1K,14m2,南東,アパート,築36年,東京都稲城市東長沼,ＪＲ南武線/稲城長沼駅 歩5分,-,-,-,-,リロの賃貸 (株)日商ベックス代々木店,03-3379-7744
アメニティ西八王子 4階,https://suumo.jp/chintai/bc_100380296723/,https://img01.suumo.com/front/gazo/fr/bukken/723/100380296723/100380296723_gw.jpg,32000,5000円,ワンルーム,19.17m2,-,マンション,築35年,東京都八王子市千人町３,ＪＲ中央線/西八王子駅 歩6分,-,-,-,-,(株)セカンドブリュー,03-5734-1172
ＪＫＫ東京　清瀬台田住宅 4階,https://suumo.jp/chintai/bc_100356999257/,https://img01.suumo.com/front/gazo/fr/bukken/257/100356999257/100356999257_gw.jpg,33000,1500円,3K,38.48m2,南東,マンション,築53年,東京都清瀬市下宿１,西武池袋線/清瀬駅 バス18分 (バス停)台田団地中央 歩4分,6.6万円,-,-,-,東京都住宅供給公社公社住宅募集センター,03-3498-9005
レオパレス八千代台第２６ 1階,https://suumo.jp/chintai/bc_100371188682/,https://img01.suumo.com/front/gazo/fr/bukken/682/100371188682/100371188682_gw.jpg,33000,2000円,1DK,27.12m2,-,アパート,築36年,千葉県八千代市八千代台南３,京成本線/八千代台駅 歩10分,-,-,-,-,アパマンショップ渋谷道玄坂店(株)アップル東京,03-6892-7272
レオパレス八千代台第２６ 1階,https://suumo.jp/chintai/bc_100371187861/,https://img01.suumo.com/front/gazo/fr/bukken/861/100371187861/100371187861_gw.jpg,33000,2000円,1DK,27.12m2,-,アパート,築36年,千葉県八千代市八千代台南３,京成本線/八千代台駅 歩10分,-,-,-,-,アパマンショップ渋谷道玄坂店(株)アップル東京,03-6892-7272
光コーポ 1階,https://suumo.jp/chintai/bc_100005665464/,https://img01.suumo.com/front/gazo/fr/bukken/464/100005665464/100005665464_gw.jpg,33000,2000円,1K,17.35m2,南,アパート,築38年,東京都府中市白糸台２,京王線/武蔵野台駅 歩6分,-,-,-,-,(株)栄プランニング,03-6709-9471
ハイツ神大寺 2階,https://suumo.jp/chintai/bc_100370421726/,https://img01.suumo.com/front/gazo/fr/bukken/726/100370421726/100370421726_gw.jpg,33000,2000円,1K,16m2,-,アパート,築60年,神奈川県横浜市神奈川区神大寺１,ブルーライン/三ツ沢下町駅 歩12分,-,-,-,-,(株)セカンドブリュー,03-5734-1172
ルーブル喜多見 1階,https://suumo.jp/chintai/bc_100362830586/,https://img01.suumo.com/front/gazo/fr/bukken/586/100362830586/100362830586_gw.jpg,33000,2000円,1K,15.84m2,南,アパート,築37年,東京都狛江市東野川４,小田急線/喜多見駅 歩15分,-,-,-,-,(株)タイセイ・ハウジー渋谷営業所,03-5469-8161
犬竹ハウス 1階,https://suumo.jp/chintai/bc_100330934458/,https://img01.suumo.com/front/gazo/fr/bukken/458/100330934458/100330934458_gw.jpg,33000,2000円,ワンルーム,14m2,南,アパート,築69年,東京都中野区弥生町１,都営大江戸線/西新宿五丁目駅 歩6分,3.3万円,3.3万円,-,-,ピタットハウス西新宿五丁目店(有)大秀不動産,03-6300-5471
ハイツ武蔵野台 2階,https://suumo.jp/chintai/bc_100364549632/,https://img01.suumo.com/front/gazo/fr/bukken/632/100364549632/100364549632_gw.jpg,33000,2000円,ワンルーム,13m2,西,アパート,築34年,東京都府中市紅葉丘３,西武多摩川線/白糸台駅 歩8分,3.3万円,-,-,-,アパマンショップ渋谷道玄坂店(株)アップル東京,03-6892-7272
ハイツ武蔵野台 2階,https://suumo.jp/chintai/bc_100312733271/,https://img01.suumo.com/front/gazo/fr/bukken/271/100312733271/100312733271_gw.jpg,33000,2000円,ワンルーム,13m2,西,アパート,築34年,東京都府中市紅葉丘３,京王線/武蔵野台駅 歩11分,3.3万円,-,-,-,三菱地所ハウスネット(株)首都圏リーシング部 城西城北センター,03-5304-3081
ロマーヌ水戸第三 3階,https://suumo.jp/chintai/bc_100362854705/,https://img01.suumo.com/front/gazo/fr/bukken/705/100362854705/100362854705_gw.jpg,33000,6000円,ワンルーム,16.04m2,北東,マンション,築33年,茨城県水戸市城南３,ＪＲ常磐線/水戸駅 歩5分,-,3.3万円,-,-,リブマックス渋谷店(株)リブ・マックス,03-3400-3300
ロマーヌ水戸第三 3階,https://suumo.jp/chintai/bc_100370726558/,https://img01.suumo.com/front/gazo/fr/bukken/558/100370726558/100370726558_gw.jpg,33000,6000円,ワンルーム,16.04m2,北東,マンション,築33年,茨城県水戸市城南３,ＪＲ常磐線/水戸駅 歩5分,-,3.3万円,-,-,リブマックス恵比寿店(株)リブ・マックス,03-5784-1155
ＪＫＫ東京　霞台第二住宅 4階,https://suumo.jp/chintai/bc_100361635560/,https://img01.suumo.com/front/gazo/fr/bukken/560/100361635560/100361635560_gw.jpg,33300,1800円,2DK,34.56m2,南東,マンション,築54年,東京都青梅市野上町３,ＪＲ青梅線/河辺駅 歩12分,6.66万円,-,-,-,東京都住宅供給公社公社住宅募集センター,03-3498-9005
ＪＫＫ東京　町田木曽住宅 5階,https://suumo.jp/chintai/bc_100372291724/,https://img01.suumo.com/front/gazo/fr/bukken/724/100372291724/100372291724_gw.jpg,33500,1500円,2K,32.85m2,南西,マンション,築56年,東京都町田市木曽東４,小田急線/町田駅 バス16分 (バス停)山崎団地センター 歩8分,6.7万円,-,-,-,東京都住宅供給公社公社住宅募集センター,03-3498-9005
ＪＫＫ東京　木曽住宅 3階,https://suumo.jp/chintai/bc_100360336509/,https://img01.suumo.com/front/gazo/fr/bukken/509/100360336509/100360336509_gw.jpg,33600,1700円,2K,32.85m2,南,マンション,築61年,東京都町田市木曽東４,ＪＲ横浜線/町田駅 バス11分 (バス停)木曽住宅 歩3分,6.72万円,-,-,-,東京都住宅供給公社公社住宅募集センター,03-3498-9005
ＪＫＫ東京　町田木曽住宅 5階,https://suumo.jp/chintai/bc_100372291723/,https://img01.suumo.com/front/gazo/fr/bukken/723/100372291723/100372291723_gw.jpg,33800,1500円,2K,32.31m2,南,マンション,築56年,東京都町田市木曽東４,小田急線/町田駅 バス16分 (バス停)山崎団地センター 歩8分,6.76万円,-,-,-,東京都住宅供給公社公社住宅募集センター,03-3498-9005
ＪＫＫ東京　町田木曽住宅 5階,https://suumo.jp/chintai/bc_100366090584/,https://img01.suumo.com/front/gazo/fr/bukken/584/100366090584/100366090584_gw.jpg,33800,1500円,2K,32.31m2,南,マンション,築56年,東京都町田市木曽東４,小田急線/町田駅 バス16分 (バス停)山崎団地センター 歩8分,6.76万円,-,-,-,東京都住宅供給公社公社住宅募集センター,03-3498-9005
朋栄ハイツ 1階,https://suumo.jp/chintai/bc_100371105167/,https://img01.suumo.com/front/gazo/fr/bukken/167/100371105167/100371105167_gw.jpg,34000,-,1K,17.39m2,南,アパート,築40年,東京都小平市小川町１,西武国分寺線/鷹の台駅 歩11分,-,-,-,-,アパマンショップ渋谷道玄坂店(株)アップル東京,03-6892-7272
ハイム仲町 2階,https://suumo.jp/chintai/bc_100232902871/,https://img01.suumo.com/front/gazo/fr/bukken/871/100232902871/100232902871_gw.jpg,34000,-,1K,12.04m2,南,アパート,築35年,東京都小平市仲町,西武新宿線/小平駅 歩13分,-,-,-,-,エイチ・エフ不動産(株),03-6447-4287
ＪＫＫ東京　町田木曽住宅 4階,https://suumo.jp/chintai/bc_100371128224/,https://img01.suumo.com/front/gazo/fr/bukken/224/100371128224/100371128224_gw.jpg,34000,1500円,2K,32.85m2,南西,マンション,築56年,東京都町田市木曽東４,小田急線/町田駅 バス16分 (バス停)山崎団地センター 歩8分,6.8万円,-,-,-,東京都住宅供給公社公社住宅募集センター,03-3498-9005
ドエル千石 1階,https://suumo.jp/chintai/bc_100375441180/,https://img01.suumo.com/front/gazo/fr/bukken/180/100375441180/100375441180_gw.jpg,24000,-,ワンルーム,7m2,南,アパート,築48年,東京都文京区千石２,都営三田線/千石駅 歩7分,-,-,-,-,(株)ネオ・プランニング,03-5985-4401
大和荘 1階,https://suumo.jp/chintai/bc_100347847549/,https://img01.suumo.com/front/gazo/fr/bukken/549/100347847549/100347847549_gw.jpg,25000,2000円,ワンルーム,8.2m2,-,アパート,築64年,東京都文京区本駒込４,ＪＲ山手線/田端駅 歩13分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)巣鴨店,03-3949-7077
大和荘 2階,https://suumo.jp/chintai/bc_100329827463/,https://img01.suumo.com/front/gazo/fr/bukken/463/100329827463/100329827463_gw.jpg,25000,2000円,ワンルーム,8.2m2,-,アパート,築64年,東京都文京区本駒込４,ＪＲ山手線/田端駅 歩13分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)巣鴨店,03-3949-7077
大和荘 2階,https://suumo.jp/chintai/bc_100327171844/,https://img01.suumo.com/front/gazo/fr/bukken/844/100327171844/100327171844_gw.jpg,25000,2000円,ワンルーム,8.2m2,-,アパート,築64年,東京都文京区本駒込４,ＪＲ山手線/田端駅 歩13分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)田端店,03-5815-2828
大和荘 2階,https://suumo.jp/chintai/bc_100327299887/,https://img01.suumo.com/front/gazo/fr/bukken/887/100327299887/100327299887_gw.jpg,25000,2000円,ワンルーム,8.2m2,-,アパート,築64年,東京都文京区本駒込４,ＪＲ山手線/田端駅 歩13分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)赤羽駅前店,03-5249-3191
大和荘 2階,https://suumo.jp/chintai/bc_100381358183/,https://img01.suumo.com/front/gazo/fr/bukken/183/100381358183/100381358183_gw.jpg,25000,2000円,ワンルーム,8.2m2,南西,アパート,築64年,東京都文京区本駒込４,ＪＲ山手線/田端駅 歩13分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)駒込店,03-5981-7077
大和荘 2階,https://suumo.jp/chintai/bc_100327299938/,https://img01.suumo.com/front/gazo/fr/bukken/938/100327299938/100327299938_gw.jpg,25000,2000円,ワンルーム,8.2m2,-,アパート,築64年,東京都文京区本駒込４,ＪＲ山手線/田端駅 歩13分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)赤羽駅前店,03-5249-3191
大和荘 1階,https://suumo.jp/chintai/bc_100327463604/,https://img01.suumo.com/front/gazo/fr/bukken/604/100327463604/100327463604_gw.jpg,25000,2000円,ワンルーム,8.2m2,-,アパート,築64年,東京都文京区本駒込４,ＪＲ山手線/田端駅 歩13分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)西日暮里店,03-6863-8282
田端 ワンルーム 2階,https://suumo.jp/chintai/bc_100381663782/,https://img01.suumo.com/front/gazo/fr/bukken/782/100381663782/100381663782_gw.jpg,25000,2000円,ワンルーム,8.2m2,南西,アパート,築64年,東京都文京区本駒込４,ＪＲ山手線/田端駅 歩13分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)赤羽駅前店,03-5249-3191
大和荘 1階,https://suumo.jp/chintai/bc_100327300031/,https://img01.suumo.com/front/gazo/fr/bukken/031/100327300031/100327300031_gw.jpg,25000,2000円,ワンルーム,8.2m2,-,アパート,築64年,東京都文京区本駒込４,ＪＲ山手線/田端駅 歩13分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)赤羽駅前店,03-5249-3191
大和荘 2階,https://suumo.jp/chintai/bc_100327463660/,https://img01.suumo.com/front/gazo/fr/bukken/660/100327463660/100327463660_gw.jpg,25000,2000円,ワンルーム,8.2m2,-,アパート,築64年,東京都文京区本駒込４,ＪＲ山手線/田端駅 歩13分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)西日暮里店,03-6863-8282
田端 ワンルーム 2階,https://suumo.jp/chintai/bc_100381564399/,https://img01.suumo.com/front/gazo/fr/bukken/399/100381564399/100381564399_gw.jpg,25000,2000円,ワンルーム,8.2m2,南西,アパート,築64年,東京都文京区本駒込４,ＪＲ山手線/田端駅 歩13分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)巣鴨店,03-3949-7077
田端 ワンルーム 2階,https://suumo.jp/chintai/bc_100381657629/,https://img01.suumo.com/front/gazo/fr/bukken/629/100381657629/100381657629_gw.jpg,25000,2000円,ワンルーム,8.2m2,南西,アパート,築64年,東京都文京区本駒込４,ＪＲ山手線/田端駅 歩13分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)赤羽店(本店),03-3903-9333
大和荘 2階,https://suumo.jp/chintai/bc_100327463610/,https://img01.suumo.com/front/gazo/fr/bukken/610/100327463610/100327463610_gw.jpg,25000,2000円,ワンルーム,8.2m2,-,アパート,築64年,東京都文京区本駒込４,ＪＲ山手線/田端駅 歩13分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)西日暮里店,03-6863-8282
プリムヴェール 4階,https://suumo.jp/chintai/bc_100381479478/,https://img01.suumo.com/front/gazo/fr/bukken/478/100381479478/100381479478_gw.jpg,25000,3000円,1K,17.64m2,東,マンション,築31年,茨城県龍ヶ崎市佐貫３,ＪＲ常磐線/龍ケ崎市駅 歩7分,2.5万円,-,-,-,(株)みまもルーム,03-3868-2400
東十条 ワンルーム 1階,https://suumo.jp/chintai/bc_100358655295/,https://img01.suumo.com/front/gazo/fr/bukken/295/100358655295/100358655295_gw.jpg,25000,3000円,ワンルーム,9.84m2,-,アパート,築69年,東京都北区岸町２,ＪＲ京浜東北線/東十条駅 歩4分,2.5万円,-,-,-,アパマンショップ茗荷谷店(株)アップル東京,03-6861-7272
フロンティア４７ 2階,https://suumo.jp/chintai/bc_100378435904/,https://img01.suumo.com/front/gazo/fr/bukken/904/100378435904/100378435904_gw.jpg,27000,2000円,1K,20m2,南東,アパート,築40年,埼玉県富士見市水谷東３,東武東上線/志木駅 歩22分,2.7万円,-,-,-,(株)みまもルーム,03-3868-2400
久松邸 2階,https://suumo.jp/chintai/bc_100376174382/,https://img01.suumo.com/front/gazo/fr/bukken/382/100376174382/100376174382_gw.jpg,28000,1000円,ワンルーム,11.6m2,南,アパート,築60年,東京都文京区目白台２,東京メトロ有楽町線/護国寺駅 歩8分,2.8万円,-,-,-,センチュリー21パキラハウス(有),03-5396-1144
小林荘 2階,https://suumo.jp/chintai/bc_100374028594/,https://img01.suumo.com/front/gazo/fr/bukken/594/100374028594/100374028594_gw.jpg,29000,2000円,ワンルーム,10m2,東,アパート,築45年,東京都文京区白山１,都営三田線/白山駅 歩4分,2.9万円,2.9万円,-,-,(有)アイ・コーポレイション,03-5840-7881
小林荘 2階,https://suumo.jp/chintai/bc_100374028596/,https://img01.suumo.com/front/gazo/fr/bukken/596/100374028596/100374028596_gw.jpg,29000,2000円,ワンルーム,10m2,西,アパート,築45年,東京都文京区白山１,都営三田線/白山駅 歩2分,2.9万円,2.9万円,-,-,(有)アイ・コーポレイション,03-5840-7881
春日 ワンルーム 1階,https://suumo.jp/chintai/bc_100379103218/,https://img01.suumo.com/front/gazo/fr/bukken/218/100379103218/100379103218_gw.jpg,29000,3000円,ワンルーム,7.45m2,南,アパート,築50年,東京都文京区本郷６,都営三田線/春日駅 歩7分,2.9万円,2.9万円,-,-,ハウス・トゥ・ハウス・ネットサービス(株)駒込店,03-5981-7077
春日 ワンルーム 1階,https://suumo.jp/chintai/bc_100379047656/,https://img01.suumo.com/front/gazo/fr/bukken/656/100379047656/100379047656_gw.jpg,29000,3000円,ワンルーム,7.45m2,南,アパート,築50年,東京都文京区本郷６,都営三田線/春日駅 歩7分,2.9万円,2.9万円,-,-,ハウス・トゥ・ハウス・ネットサービス(株)巣鴨店,03-3949-7077
川越 ワンルーム 2階,https://suumo.jp/chintai/bc_100379050698/,https://img01.suumo.com/front/gazo/fr/bukken/698/100379050698/100379050698_gw.jpg,29000,6000円,ワンルーム,18.99m2,-,アパート,築38年,埼玉県川越市旭町３,東武東上線/川越駅 歩19分,-,-,-,-,(株)TERASS PARTNERS,03-3830-0410
サマックスヒルピーノ　A棟 2階,https://suumo.jp/chintai/bc_100381924371/,https://img01.suumo.com/front/gazo/fr/bukken/371/100381924371/100381924371_gw.jpg,29800,5000円,1K,25m2,南,アパート,築30年,茨城県水戸市松が丘１,ＪＲ常磐線/赤塚駅 バス6分 (バス停)見和町入口 歩4分,-,-,-,-,(株)ガーヴェラ,03-6801-5785
安川荘 2階,https://suumo.jp/chintai/bc_100296897075/,https://img01.suumo.com/front/gazo/fr/bukken/075/100296897075/100296897075_gw.jpg,30000,-,ワンルーム,9m2,-,アパート,築52年,東京都文京区大塚６,ＪＲ山手線/大塚駅 歩10分,3万円,3万円,-,-,アパマンショップ池袋駅前公園店アルプス住宅サービス(株),03-3986-6821
榎荘 2階,https://suumo.jp/chintai/bc_100365358969/,https://img01.suumo.com/front/gazo/fr/bukken/969/100365358969/100365358969_gw.jpg,30000,1000円,1K,10m2,-,アパート,築72年,東京都文京区本郷４,都営三田線/春日駅 歩4分,3万円,3万円,-,-,(株)電話住宅相談所,03-3813-0001
榎荘 1階,https://suumo.jp/chintai/bc_100361929879/,https://img01.suumo.com/front/gazo/fr/bukken/879/100361929879/100361929879_gw.jpg,30000,1000円,1K,10m2,-,アパート,築72年,東京都文京区本郷４,都営三田線/春日駅 歩4分,3万円,3万円,-,-,(株)電話住宅相談所,03-3813-0001
シティハウスくるめ 2階,https://suumo.jp/chintai/bc_100359224260/,https://img01.suumo.com/front/gazo/fr/bukken/260/100359224260/100359224260_gw.jpg,30000,5000円,ワンルーム,20m2,北,アパート,築36年,東京都東久留米市南沢１,西武池袋線/東久留米駅 歩14分,-,-,-,-,(株)TERASS PARTNERS,03-3830-0410
くれない荘 2階,https://suumo.jp/chintai/bc_100350656592/,https://img01.suumo.com/front/gazo/fr/bukken/592/100350656592/100350656592_gw.jpg,31000,2000円,ワンルーム,10m2,北東,アパート,築60年,東京都文京区白山２,都営三田線/白山駅 歩5分,3.1万円,3.1万円,-,-,アパマンショップ茗荷谷店(株)アップル東京,03-6861-7272
白山 ワンルーム 2階,https://suumo.jp/chintai/bc_100350736277/,https://img01.suumo.com/front/gazo/fr/bukken/277/100350736277/100350736277_gw.jpg,31000,2000円,ワンルーム,10m2,北東,アパート,築60年,東京都文京区白山２,都営三田線/白山駅 歩5分,3.1万円,3.1万円,-,-,アパマンショップ新宿東南口店(株)アップル東京,03-5312-7331
上野荘 1階,https://suumo.jp/chintai/bc_100368959190/,https://img01.suumo.com/front/gazo/fr/bukken/190/100368959190/100368959190_gw.jpg,31000,3000円,ワンルーム,10.7m2,南東,アパート,築51年,東京都台東区谷中１,東京メトロ千代田線/根津駅 歩5分,3.1万円,3.1万円,-,-,実用根津ホーム(株)本店,03-3822-1617
